date,open,high,low,close,volume
1445879100000,1854.57,1854.58,1854.37,1854.5,5.858
1445879160000,1854.5,1855.32,1854.4,1854.77,34.92
1445879220000,1854.77,1855.25,1854.69,1854.91,34.923
1445879280000,1854.96,1855.2,1854.82,1855.2,46.361
1445879340000,1855.19,1855.31,1854.09,1855.12,47.522
1445879400000,1855.12,1856.0,1855.0,1855.37,97.786
1445879460000,1855.36,1855.45,1855.17,1855.21,33.381
1445879520000,1855.22,1856.0,1855.16,1855.31,75.782
1445879580000,1855.32,1855.64,1855.16,1855.16,37.074
1445879640000,1855.16,1856.0,1855.16,1855.37,101.248
1445879700000,1855.17,1855.38,1855.16,1855.21,26.91
1445879760000,1855.21,1855.33,1854.71,1855.2,64.56
1445879820000,1855.2,1855.38,1854.17,1854.52,68.667
1445879880000,1854.52,1855.29,1854.0,1854.39,154.191
1445879940000,1854.42,1854.71,1854.0,1854.6,117.529
1445880000000,1854.6,1855.0,1854.03,1854.81,70.09
1445880060000,1854.81,1854.81,1854.15,1854.52,94.046
1445880120000,1854.52,1854.52,1854.14,1854.44,33.438
1445880180000,1854.44,1855.0,1854.43,1854.62,35.947
1445880240000,1854.62,1855.0,1854.62,1855.0,38.484
1445880300000,1854.97,1855.16,1854.76,1854.91,79.218
1445880360000,1854.91,1855.16,1854.33,1855.02,58.789
1445880420000,1854.94,1855.76,1854.94,1855.15,59.995
1445880480000,1855.16,1855.86,1854.91,1855.42,104.579
1445880540000,1855.42,1855.56,1855.16,1855.28,34.64
1445880600000,1855.21,1855.8,1855.19,1855.51,22.161
1445880660000,1855.51,1855.51,1855.13,1855.34,24.134
1445880720000,1855.34,1855.52,1854.0,1854.0,170.885
1445880780000,1854.0,1854.33,1853.16,1853.22,188.118
1445880840000,1853.22,1855.31,1852.88,1854.67,202.717
1445880900000,1854.67,1855.93,1854.65,1855.58,230.42
1445880960000,1855.58,1855.59,1855.05,1855.39,35.855
1445881020000,1855.28,1855.28,1855.05,1855.21,17.864
1445881080000,1855.22,1855.42,1854.29,1854.41,32.789
1445881140000,1854.35,1854.88,1854.08,1854.46,41.639
1445881200000,1854.54,1854.76,1853.6,1853.6,76.512
1445881260000,1853.56,1853.6,1852.16,1852.54,276.708
1445881320000,1852.42,1853.25,1852.16,1852.83,207.372
1445881440000,1852.83,1853.64,1852.83,1853.31,38.561
1445881500000,1853.31,1854.0,1853.31,1853.82,72.603
1445881560000,1853.68,1854.26,1853.54,1853.86,31.551
1445881620000,1853.85,1853.85,1853.15,1853.44,45.48
1445881680000,1853.31,1853.31,1852.5,1852.78,71.725
1445881740000,1852.78,1854.1,1852.5,1853.36,115.501
1445881800000,1853.37,1853.65,1852.61,1853.04,51.094
1445881860000,1852.99,1853.25,1852.51,1853.14,41.536
1445881920000,1853.14,1853.14,1852.67,1852.69,7.881
1445881980000,1852.69,1852.72,1852.22,1852.56,69.395
1445882040000,1852.5,1852.54,1852.0,1852.28,34.081
1445882100000,1852.28,1852.5,1851.63,1852.33,72.977
1445882160000,1852.46,1852.47,1851.46,1852.41,47.01
1445882220000,1852.41,1852.83,1852.32,1852.5,21.434
1445882280000,1852.5,1852.5,1852.14,1852.37,6.677
1445882340000,1852.36,1852.78,1852.35,1852.59,25.338
1445882400000,1852.51,1852.61,1851.48,1852.18,34.083
1445882460000,1852.35,1852.68,1852.2,1852.6,10.183
1445882520000,1852.68,1853.0,1852.64,1852.93,31.233
1445882580000,1852.93,1853.95,1852.87,1853.6,127.869
1445882640000,1853.59,1853.59,1853.28,1853.46,33.408
1445882700000,1853.29,1853.83,1853.29,1853.44,75.902
1445882760000,1853.43,1854.51,1853.39,1853.7,63.631
1445883060000,1853.8,1853.94,1853.46,1853.6,42.694
1445883120000,1853.59,1853.67,1853.38,1853.4,15.824
1445883180000,1853.4,1853.78,1853.4,1853.69,48.123
1445883240000,1853.69,1853.69,1853.0,1853.38,56.375
1445883300000,1853.38,1853.65,1853.06,1853.42,45.636
1445883360000,1853.41,1853.8,1853.3,1853.79,36.424
1445883420000,1853.79,1855.57,1853.69,1854.79,205.035
1445883480000,1854.79,1854.79,1853.92,1854.4,34.833
1445883540000,1854.43,1855.93,1854.42,1854.82,104.575
1445883600000,1854.86,1855.53,1854.65,1854.99,58.539
1445883660000,1855.0,1855.1,1854.86,1855.06,21.884
1445883720000,1855.06,1855.15,1854.86,1855.15,14.132
1445883780000,1855.09,1855.2,1854.86,1855.0,13.944
1445883840000,1854.93,1855.79,1854.86,1855.11,60.978
1445883900000,1855.0,1855.18,1854.82,1854.83,46.042
1445883960000,1854.91,1855.06,1854.82,1855.01,42.943
1445884020000,1855.05,1855.65,1855.03,1855.04,36.342
1445884080000,1855.04,1855.09,1854.82,1854.82,42.34
1445884140000,1854.93,1855.04,1854.82,1854.89,35.107
1445884200000,1854.83,1855.04,1854.82,1854.92,22.5
1445884260000,1854.96,1855.04,1854.88,1855.04,43.439
1445884320000,1855.04,1855.52,1854.88,1855.11,44.254
1445884380000,1855.22,1855.53,1854.0,1854.0,124.769
1445884440000,1854.0,1854.05,1852.52,1853.43,197.892
1445884500000,1853.43,1853.55,1852.05,1853.15,113.527
1445884560000,1853.26,1854.31,1853.25,1853.48,93.387
1445884620000,1853.46,1853.58,1852.16,1852.84,81.195
1445884680000,1852.84,1853.06,1852.02,1852.35,110.487
1445884740000,1852.04,1852.35,1851.51,1851.75,109.125
1445884800000,1851.99,1852.0,1849.2,1849.29,515.968
1445884860000,1849.69,1853.0,1849.14,1850.91,298.55
1445884920000,1850.95,1850.95,1847.42,1847.94,195.538
1445884980000,1847.94,1851.19,1847.23,1848.22,256.09
1445885040000,1848.22,1848.73,1847.23,1847.25,197.614
1445885100000,1847.25,1851.23,1847.25,1850.3,195.1
1445885160000,1850.3,1850.68,1848.51,1848.92,94.689
1445885220000,1848.83,1848.86,1847.04,1847.34,124.241
1445885280000,1847.34,1850.1,1847.32,1850.0,165.674
1445885340000,1850.06,1851.18,1849.64,1850.37,161.478
1445885400000,1850.36,1850.36,1848.9,1848.9,168.058
1445885460000,1848.92,1849.48,1848.45,1849.09,87.545
1445885520000,1849.08,1850.7,1849.03,1850.19,112.648
1445885580000,1850.22,1850.67,1849.76,1849.92,74.592
1445885640000,1850.02,1850.06,1848.34,1848.73,82.529
1445885700000,1848.73,1849.76,1848.72,1849.72,94.842
1445885760000,1849.66,1849.71,1849.0,1849.0,63.268
1445885820000,1849.27,1849.27,1848.67,1848.75,36.032
1445885880000,1848.75,1848.76,1848.18,1848.34,83.427
1445885940000,1848.51,1849.02,1848.15,1848.92,45.466
1445886000000,1848.93,1849.0,1848.57,1848.87,24.099
1445886060000,1848.85,1848.85,1848.15,1848.62,45.902
1445886120000,1848.62,1849.12,1848.26,1849.01,61.102
1445886180000,1849.0,1849.97,1848.79,1849.37,90.384
1445886240000,1849.53,1850.0,1849.31,1849.66,85.989
1445886300000,1849.66,1850.69,1849.02,1850.19,181.673
1445886360000,1850.19,1850.37,1849.59,1850.27,69.303
1445886420000,1850.28,1852.0,1850.06,1850.55,164.457
1445886480000,1850.54,1850.92,1850.21,1850.49,81.438
1445886540000,1850.47,1850.55,1850.24,1850.55,17.644
1445886600000,1850.53,1851.74,1850.01,1850.78,65.183
1445886660000,1850.78,1850.96,1850.67,1850.95,17.532
1445886720000,1850.95,1850.95,1850.08,1850.45,69.224
1445886780000,1850.46,1850.5,1849.09,1849.59,67.961
1445886840000,1849.59,1849.61,1847.89,1848.83,149.861
1445886900000,1848.83,1849.0,1848.0,1848.82,131.021
1445886960000,1848.82,1849.0,1848.0,1848.5,124.306
1445887020000,1848.5,1850.23,1848.49,1850.22,116.973
1445887080000,1849.76,1850.95,1849.61,1850.86,181.677
1445887140000,1850.88,1851.0,1850.0,1850.07,56.981
1445887200000,1850.16,1850.16,1849.0,1849.23,78.423
1445887260000,1849.23,1849.28,1847.0,1848.23,130.753
1445887320000,1848.23,1848.28,1847.3,1847.87,65.039
1445887380000,1847.85,1847.86,1846.35,1846.55,140.846
1445887440000,1846.65,1847.0,1846.24,1846.52,119.665
1445887500000,1846.59,1847.0,1846.16,1846.74,73.424
1445887560000,1846.74,1848.2,1846.74,1847.67,160.503
1445887620000,1847.67,1847.7,1846.99,1847.27,43.819
1445887680000,1847.27,1847.31,1845.0,1845.0,285.171
1445887740000,1845.0,1846.95,1844.56,1846.55,261.921
1445887800000,1846.55,1847.2,1843.0,1843.35,288.843
1445887860000,1843.35,1844.66,1843.12,1844.01,138.857
1445887920000,1844.05,1847.17,1844.02,1845.74,237.166
1445887980000,1845.73,1846.24,1845.0,1845.55,81.542
1445888040000,1845.55,1846.58,1845.22,1845.6,211.723
1445888100000,1845.6,1845.86,1845.13,1845.17,34.736
1445888160000,1845.18,1845.96,1843.71,1843.74,208.025
1445888220000,1843.74,1846.4,1843.74,1845.33,112.189
1445888280000,1845.33,1845.4,1844.3,1845.4,116.397
1445888340000,1845.32,1845.4,1844.62,1845.05,56.095
1445888400000,1845.07,1845.5,1844.64,1845.44,94.625
1445888460000,1845.36,1845.66,1844.3,1845.2,73.653
1445888520000,1845.36,1846.02,1845.01,1846.01,121.004
1445888580000,1846.0,1846.9,1846.0,1846.46,93.484
1445888640000,1846.48,1846.48,1845.3,1846.1,36.227
1445888700000,1846.14,1846.14,1845.58,1845.9,28.314
1445888760000,1845.9,1846.0,1845.55,1845.7,33.139
1445888820000,1845.7,1845.9,1845.53,1845.9,50.684
1445888880000,1845.89,1845.9,1845.46,1845.9,45.871
1445888940000,1845.9,1845.9,1845.0,1845.61,56.605
1445889000000,1845.62,1845.9,1845.6,1845.88,52.14
1445889060000,1845.88,1845.9,1845.7,1845.9,39.988
1445889120000,1845.9,1845.9,1845.85,1845.9,18.99
1445889180000,1845.9,1845.9,1845.0,1845.37,89.774
1445889240000,1845.49,1845.51,1844.57,1844.62,74.766
1445889300000,1844.6,1844.68,1840.01,1842.95,488.719
1445889360000,1842.95,1843.29,1842.54,1842.97,138.194
1445889420000,1842.82,1845.0,1842.8,1844.45,185.96
1445889480000,1844.45,1845.0,1842.54,1842.97,160.712
1445889540000,1842.88,1845.88,1842.36,1845.06,135.847
1445889600000,1845.06,1846.0,1845.06,1845.75,40.577
1445889660000,1845.81,1848.88,1845.65,1846.35,429.427
1445889720000,1846.43,1847.58,1846.38,1847.34,75.132
1445889780000,1847.38,1848.17,1847.38,1848.15,61.529
1445889840000,1848.16,1848.17,1847.45,1847.66,62.667
1445889900000,1847.67,1847.79,1847.21,1847.23,64.164
1445889960000,1847.34,1847.37,1846.63,1846.67,52.727
1445890020000,1846.67,1848.17,1846.62,1848.16,88.876
1445890080000,1848.16,1848.5,1847.59,1847.87,84.391
1445890140000,1847.83,1849.84,1847.83,1849.26,278.095
1445890200000,1849.3,1850.66,1849.29,1850.4,220.21
1445890260000,1850.21,1850.41,1850.0,1850.36,56.177
1445890320000,1850.36,1850.41,1850.0,1850.37,106.432
1445890380000,1850.27,1851.17,1850.11,1850.34,119.022
1445890440000,1850.21,1851.14,1850.13,1851.0,116.085
1445890500000,1851.01,1851.49,1850.57,1851.03,50.93
1445890560000,1851.06,1851.87,1851.04,1851.38,66.247
1445890620000,1851.37,1852.69,1851.24,1852.05,168.262
1445890680000,1852.05,1852.98,1851.82,1852.47,130.335
1445890740000,1852.47,1852.55,1852.0,1852.17,92.465
1445890800000,1852.17,1852.49,1852.0,1852.4,76.642
1445890860000,1852.4,1854.0,1852.2,1853.36,133.618
1445890920000,1853.33,1853.35,1852.03,1852.03,90.039
1445890980000,1852.03,1853.0,1852.0,1852.76,46.175
1445891040000,1852.68,1853.7,1852.56,1853.04,68.334
1445891100000,1853.12,1853.33,1852.59,1852.66,28.434
1445891160000,1852.67,1852.74,1852.03,1852.32,21.644
1445891220000,1852.2,1852.6,1852.11,1852.6,19.272
1445891280000,1852.4,1852.55,1852.0,1852.19,21.762
1445891340000,1852.23,1852.6,1852.0,1852.33,17.951
1445891400000,1852.33,1852.6,1852.0,1852.0,61.084
1445891460000,1852.0,1852.0,1850.0,1850.5,131.639
1445891520000,1850.5,1851.32,1850.03,1850.94,82.256
1445891580000,1850.97,1852.13,1850.96,1851.88,55.518
1445891640000,1852.0,1852.13,1851.84,1851.98,7.945
1445891700000,1851.88,1851.96,1851.31,1851.37,34.997
1445891760000,1851.36,1853.0,1851.0,1852.48,81.873
1445891820000,1852.71,1852.92,1852.52,1852.62,20.147
1445891880000,1852.62,1852.66,1851.01,1851.63,37.66
1445891940000,1851.64,1854.57,1851.62,1854.01,241.35
1445892000000,1854.01,1854.75,1853.83,1854.4,80.389
1445892060000,1854.4,1856.31,1854.11,1856.02,163.44
1445892120000,1856.02,1856.73,1855.21,1855.72,198.192
1445892180000,1855.71,1858.93,1855.31,1858.42,237.138
1445892240000,1858.35,1859.21,1858.0,1859.2,82.739
1445892300000,1859.25,1860.09,1858.99,1859.66,164.184
1445892360000,1859.66,1860.05,1858.04,1859.86,112.428
1445892420000,1860.01,1863.14,1859.34,1863.14,358.801
1445892480000,1863.14,1863.54,1861.46,1863.54,147.058
1445892540000,1863.3,1864.99,1862.66,1863.71,225.519
1445892600000,1863.71,1865.0,1863.0,1864.17,257.487
1445892660000,1864.17,1864.67,1862.81,1862.96,197.368
1445892720000,1863.02,1863.35,1862.02,1862.05,81.565
1445892780000,1862.07,1863.23,1862.0,1862.7,154.559
1445892840000,1862.71,1863.0,1861.25,1862.0,119.341
1445892900000,1862.01,1862.46,1861.57,1861.8,64.55
1445892960000,1861.8,1864.01,1860.43,1860.94,225.331
1445893020000,1860.95,1860.95,1859.81,1860.04,82.73
1445893080000,1860.1,1861.24,1860.1,1860.63,96.82
1445893140000,1860.63,1860.63,1859.67,1859.85,50.326
1445893200000,1859.97,1860.26,1859.6,1860.25,45.451
1445893260000,1860.25,1861.08,1860.08,1860.25,109.03
1445893320000,1860.25,1860.61,1859.46,1859.58,71.484
1445893380000,1859.58,1859.98,1859.45,1859.93,31.494
1445893440000,1859.93,1861.84,1859.92,1861.32,104.527
1445893500000,1861.33,1861.34,1858.55,1859.61,156.686
1445893560000,1859.57,1860.15,1859.19,1859.91,32.845
1445893620000,1859.78,1860.65,1859.55,1860.53,53.505
1445893680000,1860.64,1861.23,1860.64,1861.0,37.298
1445893740000,1861.23,1862.62,1861.0,1861.55,80.245
1445893800000,1861.46,1861.53,1860.01,1860.08,88.721
1445893860000,1860.21,1860.47,1859.99,1860.47,33.926
1445893920000,1860.46,1861.84,1860.41,1861.21,39.043
1445893980000,1861.14,1861.26,1860.65,1861.08,65.127
1445894040000,1861.08,1861.08,1860.0,1860.46,80.742
1445894100000,1860.46,1860.46,1859.76,1859.83,50.691
1445894160000,1859.85,1860.46,1859.06,1859.15,65.261
1445894220000,1859.15,1860.21,1858.86,1860.21,103.678
1445894280000,1860.32,1860.69,1860.0,1860.21,35.128
1445894340000,1860.22,1860.29,1859.6,1859.9,34.15
1445894400000,1859.86,1859.87,1859.68,1859.68,14.024
1445894460000,1859.68,1859.9,1859.54,1859.76,133.382
1445894520000,1859.76,1859.89,1859.55,1859.76,24.987
1445894580000,1859.73,1859.76,1859.0,1859.2,34.152
1445894640000,1859.15,1859.15,1858.74,1858.75,28.271
1445894700000,1858.75,1860.37,1858.75,1860.0,89.245
1445894760000,1859.91,1860.94,1859.91,1860.92,34.893
1445894820000,1860.93,1861.18,1858.47,1859.36,189.971
1445894880000,1858.98,1859.97,1858.5,1859.42,81.033
1445894940000,1859.41,1861.0,1859.41,1860.44,87.1
1445895000000,1860.61,1861.18,1859.77,1860.26,80.525
1445895060000,1860.26,1860.27,1859.92,1860.13,27.339
1445895120000,1860.13,1861.0,1860.11,1860.69,28.848
1445895180000,1860.67,1861.07,1860.41,1861.07,49.407
1445895240000,1861.07,1861.18,1860.74,1860.93,50.675
1445895300000,1860.72,1860.79,1860.19,1860.48,54.494
1445895360000,1860.48,1860.48,1858.05,1858.92,80.977
1445895420000,1858.98,1861.18,1858.59,1861.12,158.309
1445895480000,1861.14,1861.18,1860.87,1861.03,30.593
1445895540000,1860.94,1861.5,1860.79,1861.29,123.814
1445895600000,1861.36,1862.0,1861.04,1861.38,73.635
1445895660000,1861.32,1862.47,1861.21,1861.92,63.422
1445895720000,1861.92,1862.6,1861.9,1862.57,47.907
1445895780000,1862.6,1863.5,1862.33,1863.18,116.446
1445895840000,1863.18,1864.21,1863.16,1863.99,87.412
1445895900000,1863.98,1864.86,1863.46,1864.86,202.549
1445895960000,1864.86,1865.17,1864.0,1864.65,303.982
1445896020000,1864.84,1865.77,1864.6,1865.47,179.666
1445896080000,1865.47,1866.06,1865.21,1866.03,213.593
1445896140000,1866.0,1866.04,1864.63,1865.33,120.716
1445896200000,1865.31,1865.63,1863.58,1863.94,79.899
1445896260000,1863.85,1863.85,1863.0,1863.0,62.16
1445896320000,1863.0,1863.0,1862.3,1862.3,82.28
1445896380000,1862.35,1863.1,1862.3,1863.04,60.756
1445896440000,1863.04,1863.14,1862.69,1862.69,19.541
1445896500000,1862.69,1862.69,1861.25,1861.98,95.668
1445896560000,1862.26,1862.41,1861.67,1861.95,81.178
1445896620000,1861.95,1862.63,1861.95,1862.2,55.709
1445896680000,1862.2,1862.36,1861.8,1861.8,17.107
1445896740000,1861.81,1862.19,1861.2,1861.74,53.64
1445896800000,1861.75,1862.74,1861.56,1861.94,117.1
1445896860000,1861.96,1863.0,1861.35,1862.09,81.815
1445896920000,1862.09,1862.5,1861.77,1862.35,40.424
1445896980000,1862.43,1863.0,1862.22,1862.39,48.068
1445897040000,1862.39,1863.0,1861.81,1862.82,61.539
1445897100000,1862.99,1865.0,1862.96,1864.88,146.75
1445897160000,1864.91,1867.0,1864.4,1865.3,350.443
1445897220000,1865.3,1867.78,1865.15,1866.31,230.397
1445897280000,1866.34,1867.52,1865.69,1867.02,197.071
1445897340000,1867.02,1867.47,1865.67,1865.99,114.924
1445897400000,1865.98,1866.84,1864.91,1865.87,151.171
1445897460000,1865.86,1866.23,1864.32,1866.13,292.127
1445897520000,1866.12,1866.12,1863.0,1863.62,159.032
1445897580000,1863.62,1864.22,1863.0,1863.64,72.179
1445897640000,1863.63,1866.88,1863.63,1866.18,204.014
1445897700000,1866.18,1866.42,1864.03,1864.5,161.08
1445897760000,1864.32,1864.49,1863.19,1863.39,71.011
1445897820000,1863.39,1863.57,1863.14,1863.29,59.664
1445897880000,1863.35,1864.35,1863.35,1864.06,96.796
1445897940000,1864.06,1864.06,1863.54,1863.76,49.079
1445898000000,1863.7,1863.79,1863.34,1863.34,22.5
1445898060000,1863.34,1865.0,1863.34,1864.83,119.799
1445898120000,1864.88,1865.7,1864.88,1865.69,54.217
1445898180000,1865.7,1866.21,1865.46,1866.21,38.705
1445898240000,1866.21,1866.26,1866.21,1866.26,37.769
1445898300000,1866.26,1866.26,1864.21,1864.96,196.461
1445898360000,1864.95,1864.95,1864.46,1864.56,28.534
1445898420000,1864.82,1866.22,1864.82,1866.19,84.495
1445898480000,1865.78,1866.27,1864.03,1864.77,262.963
1445898540000,1864.78,1866.27,1864.78,1865.85,35.201
1445898600000,1865.85,1866.39,1863.76,1864.63,169.853
1445898660000,1864.43,1864.65,1862.12,1862.9,187.013
1445898720000,1862.86,1862.96,1861.82,1862.71,94.089
1445898780000,1862.71,1863.86,1862.71,1863.06,107.617
1445898840000,1863.07,1864.91,1863.02,1864.91,67.057
1445898900000,1864.63,1865.83,1864.0,1864.55,161.552
1445898960000,1864.52,1864.75,1863.34,1863.99,135.67
1445899020000,1863.99,1865.71,1863.7,1865.38,176.069
1445899080000,1865.29,1865.69,1862.42,1862.42,174.659
1445899140000,1862.42,1862.95,1862.07,1862.3,129.146
1445899200000,1862.3,1862.49,1861.95,1862.3,83.407
1445899260000,1862.3,1862.56,1861.65,1862.24,107.112
1445899320000,1862.24,1864.24,1862.2,1863.42,99.372
1445899380000,1863.42,1863.49,1862.38,1862.97,80.372
1445899440000,1862.97,1863.05,1862.4,1862.78,34.249
1445899500000,1862.81,1865.12,1862.55,1864.92,177.843
1445899560000,1864.92,1865.22,1864.0,1864.26,168.193
1445899620000,1864.24,1865.5,1863.31,1864.0,156.613
1445899680000,1864.0,1865.0,1863.99,1864.44,66.637
1445899740000,1864.46,1865.0,1864.14,1864.66,34.119
1445899800000,1864.72,1865.44,1864.55,1865.16,65.785
1445899860000,1865.16,1865.78,1864.58,1865.25,70.069
1445899920000,1865.25,1865.96,1865.16,1865.22,155.796
1445899980000,1865.29,1865.29,1865.16,1865.16,57.593
1445900040000,1865.16,1865.23,1864.07,1864.07,66.155
1445900100000,1864.07,1864.2,1864.0,1864.09,30.371
1445900160000,1864.09,1865.04,1864.0,1864.64,85.621
1445900220000,1864.69,1865.27,1864.25,1864.71,53.011
1445900280000,1864.75,1864.96,1864.45,1864.96,33.79
1445900340000,1864.96,1865.06,1864.01,1864.01,35.094
1445900400000,1864.17,1864.35,1863.33,1863.8,46.345
1445900460000,1863.8,1864.77,1863.34,1864.24,110.979
1445900520000,1864.27,1864.39,1863.33,1863.76,56.468
1445900580000,1863.78,1864.17,1863.31,1863.41,35.569
1445900640000,1863.41,1863.5,1862.93,1862.93,86.415
1445900700000,1863.0,1864.0,1862.76,1863.74,71.649
1445900760000,1863.67,1863.9,1863.49,1863.5,10.891
1445900820000,1863.5,1864.82,1863.5,1864.35,73.545
1445900880000,1864.34,1864.34,1863.88,1864.17,22.15
1445900940000,1864.2,1864.84,1864.11,1864.78,59.439
1445901000000,1864.78,1865.43,1864.49,1865.42,156.5
1445901060000,1865.27,1866.84,1865.17,1866.48,238.899
1445901120000,1866.48,1866.84,1866.0,1866.38,173.747
1445901180000,1866.38,1866.45,1864.8,1865.94,102.806
